lang_id,verb_id,tense_id,subject_id,conj
1,9,2,2,will take
1,9,3,2,took
1,9,4,2,would take
1,9,5,2,are taking
1,9,6,2,will be taking
1,9,7,2,were taking
1,9,8,2,would be taking
1,9,9,2,have taken
1,9,10,2,will have taken
1,9,11,2,had taken
1,9,12,2,would have taken
1,9,13,2,have been taking
1,9,14,2,will have been taking
1,9,15,2,had been taking
1,9,16,2,would have been taking
1,10,1,2,see
1,10,2,2,will see
1,10,3,2,saw
1,10,4,2,would see
1,10,5,2,are seeing
1,10,6,2,will be seeing
1,10,7,2,were seeing
1,10,8,2,would be seeing
1,10,9,2,have seen
1,10,10,2,will have seen
1,10,11,2,had seen
1,10,12,2,would have seen
1,10,13,2,have been seeing
1,10,14,2,will have been seeing
1,10,15,2,had been seeing
1,10,16,2,would have been seeing
1,11,1,2,come
1,11,2,2,will come
1,11,3,2,came
1,11,4,2,would come
1,11,5,2,are coming
1,11,6,2,will be coming
1,11,7,2,were coming
1,11,8,2,would be coming
1,11,9,2,have come
1,11,10,2,will have come
1,11,11,2,had come
1,11,12,2,would have come
1,11,13,2,have been coming
1,11,14,2,will have been coming
1,11,15,2,had been coming
1,11,16,2,would have been coming
1,12,1,2,think
1,12,2,2,will think
1,12,3,2,thought
1,12,4,2,would think
1,12,5,2,are thinking
1,12,6,2,will be thinking
1,12,7,2,were thinking
1,12,8,2,would be thinking
1,12,9,2,have thought
1,12,10,2,will have thought
1,12,11,2,had thought
1,12,12,2,would have thought
1,12,13,2,have been thinking
1,12,14,2,will have been thinking
1,12,15,2,had been thinking
1,12,16,2,would have been thinking
1,13,1,2,look
1,13,2,2,will look
1,13,3,2,looked
1,13,4,2,would look
1,13,5,2,are looking
1,13,6,2,will be looking
1,13,7,2,were looking
1,13,8,2,would be looking
1,13,9,2,have looked
1,13,10,2,will have looked
1,13,11,2,had looked
1,13,12,2,would have looked
1,13,13,2,have been looking
1,13,14,2,will have been looking
1,13,15,2,had been looking
1,13,16,2,would have been looking
1,14,1,2,want
1,14,2,2,will want
1,14,3,2,wanted
1,14,4,2,would want
1,14,5,2,are wanting
1,14,6,2,will be wanting
1,14,7,2,were wanting
1,14,8,2,would be wanting
1,14,9,2,have wanted
1,14,10,2,will have wanted
1,14,11,2,had wanted
1,14,12,2,would have wanted
1,14,13,2,have been wanting
1,14,14,2,will have been wanting
1,14,15,2,had been wanting
1,14,16,2,would have been wanting
1,15,1,2,give
1,15,2,2,will give
1,15,3,2,gave
1,15,4,2,would give
1,15,5,2,are giving
1,15,6,2,will be giving
1,15,7,2,were giving
1,15,8,2,would be giving
1,15,9,2,have given
1,15,10,2,will have given
1,15,11,2,had given
1,15,12,2,would have given
1,15,13,2,have been giving
1,15,14,2,will have been giving
1,15,15,2,had been giving
1,15,16,2,would have been giving
1,16,1,2,use
1,16,2,2,will use
1,16,3,2,used
1,16,4,2,would use
1,16,5,2,are using
1,16,6,2,will be using
1,16,7,2,were using
1,16,8,2,would be using
1,16,9,2,have used
1,16,10,2,will have used
1,16,11,2,had used
1,16,12,2,would have used
1,16,13,2,have been using
1,16,14,2,will have been using
1,16,15,2,had been using
1,16,16,2,would have been using
1,17,1,2,find
1,17,2,2,will find
1,17,3,2,found
1,17,4,2,would find
1,17,5,2,are finding
1,17,6,2,will be finding
1,17,7,2,were finding
1,17,8,2,would be finding
1,17,9,2,have found
1,17,10,2,will have found
1,17,11,2,had found
1,17,12,2,would have found
1,17,13,2,have been finding
1,17,14,2,will have been finding
1,17,15,2,had been finding
1,17,16,2,would have been finding
1,18,1,2,tell
1,18,2,2,will tell
1,18,3,2,told
1,18,4,2,would tell
1,18,5,2,are telling
1,18,6,2,will be telling
1,18,7,2,were telling
1,18,8,2,would be telling
1,18,9,2,have told
1,18,10,2,will have told
1,18,11,2,had told
1,18,12,2,would have told
1,18,13,2,have been telling
1,18,14,2,will have been telling
1,18,15,2,had been telling
1,18,16,2,would have been telling
1,19,1,2,ask
1,19,2,2,will ask
1,19,3,2,asked
1,19,4,2,would ask
1,19,5,2,are asking
1,19,6,2,will be asking
1,19,7,2,were asking
1,19,8,2,would be asking
1,19,9,2,have asked
1,19,10,2,will have asked
1,19,11,2,had asked
1,19,12,2,would have asked
1,19,13,2,have been asking
1,19,14,2,will have been asking
1,19,15,2,had been asking
1,19,16,2,would have been asking
1,20,1,2,work
1,20,2,2,will work
1,20,3,2,worked
1,20,4,2,would work
1,20,5,2,are working
1,20,6,2,will be working
1,20,7,2,were working
1,20,8,2,would be working
1,20,9,2,have worked
1,20,10,2,will have worked
1,20,11,2,had worked
1,20,12,2,would have worked
1,20,13,2,have been working
1,20,14,2,will have been working
1,20,15,2,had been working
1,20,16,2,would have been working
1,21,1,2,seem
1,21,2,2,will seem
1,21,3,2,seemed
1,21,4,2,would seem
1,21,5,2,are seeming
1,21,6,2,will be seeming
1,21,7,2,were seeming
1,21,8,2,would be seeming
1,21,9,2,have seemed
1,21,10,2,will have seemed
1,21,11,2,had seemed
1,21,12,2,would have seemed
1,21,13,2,have been seeming
1,21,14,2,will have been seeming
1,21,15,2,had been seeming
1,21,16,2,would have been seeming
1,22,1,2,feel
1,22,2,2,will feel
1,22,3,2,felt
1,22,4,2,would feel
1,22,5,2,are feeling
1,22,6,2,will be feeling
1,22,7,2,were feeling
1,22,8,2,would be feeling
1,22,9,2,have felt
1,22,10,2,will have felt
1,22,11,2,had felt
1,22,12,2,would have felt
1,22,13,2,have been feeling
1,22,14,2,will have been feeling
1,22,15,2,had been feeling
1,22,16,2,would have been feeling
1,23,1,2,try
1,23,2,2,will try
1,23,3,2,tried
1,23,4,2,would try
1,23,5,2,are trying
1,23,6,2,will be trying
1,23,7,2,were trying
1,23,8,2,would be trying
1,23,9,2,have tried
1,23,10,2,will have tried
1,23,11,2,had tried
1,23,12,2,would have tried
1,23,13,2,have been trying
1,23,14,2,will have been trying
1,23,15,2,had been trying
1,23,16,2,would have been trying
1,24,1,2,leave
1,24,2,2,will leave
1,24,3,2,left
1,24,4,2,would leave
1,24,5,2,are leaving
1,24,6,2,will be leaving
1,24,7,2,were leaving
1,24,8,2,would be leaving
1,24,9,2,have left
1,24,10,2,will have left
1,24,11,2,had left
1,24,12,2,would have left
1,24,13,2,have been leaving
1,24,14,2,will have been leaving
1,24,15,2,had been leaving
1,24,16,2,would have been leaving
1,25,1,2,call
1,25,2,2,will call
1,25,3,2,called
1,25,4,2,would call
1,25,5,2,are calling
1,25,6,2,will be calling
1,25,7,2,were calling
1,25,8,2,would be calling
1,25,9,2,have called
1,25,10,2,will have called
1,25,11,2,had called
1,25,12,2,would have called
1,25,13,2,have been calling
1,25,14,2,will have been calling
1,25,15,2,had been calling
1,25,16,2,would have been calling
1,1,1,3,is
1,1,2,3,will be
1,1,3,3,was
1,1,4,3,would be
1,1,5,3,is being
1,1,6,3,will be being
1,1,7,3,was being
1,1,8,3,would be being
1,1,9,3,has been
1,1,10,3,will have been
1,1,11,3,had been
1,1,12,3,would have been
1,1,13,3,has been being
1,1,14,3,will have been being
1,1,15,3,had been being
1,1,16,3,would have been being
1,2,1,3,has
1,2,2,3,will have
1,2,3,3,had
1,2,4,3,would have
1,2,5,3,is having
1,2,6,3,will be having
1,2,7,3,was having
1,2,8,3,would be having
1,2,9,3,has had
1,2,10,3,will have had
1,2,11,3,had had
1,2,12,3,would have had
1,2,13,3,has been having
1,2,14,3,will have been having
1,2,15,3,had been having
1,2,16,3,would have been having
1,3,1,3,does
1,3,2,3,will do
1,3,3,3,did
1,3,4,3,would do
1,3,5,3,is doing
1,3,6,3,will be doing
1,3,7,3,was doing
1,3,8,3,would be doing
1,3,9,3,has done
1,3,10,3,will have done
1,3,11,3,had done
1,3,12,3,would have done
1,3,13,3,has been doing
1,3,14,3,will have been doing
1,3,15,3,had been doing
1,3,16,3,would have been doing
1,4,1,3,says
1,4,2,3,will say
1,4,3,3,said
1,4,4,3,would say
1,4,5,3,is saying
1,4,6,3,will be saying
1,4,7,3,was saying
1,4,8,3,would be saying
1,4,9,3,has said
1,4,10,3,will have said
1,4,11,3,had said
1,4,12,3,would have said
1,4,13,3,has been saying
1,4,14,3,will have been saying
1,4,15,3,had been saying
1,4,16,3,would have been saying
1,5,1,3,gets
1,5,2,3,will get
1,5,3,3,got
1,5,4,3,would get
1,5,5,3,is getting
1,5,6,3,will be getting
1,5,7,3,was getting
1,5,8,3,would be getting
1,5,9,3,has got
1,5,10,3,will have got
1,5,11,3,had got
1,5,12,3,would have got
1,5,13,3,has been getting
1,5,14,3,will have been getting
1,5,15,3,had been getting
1,5,16,3,would have been getting
1,6,1,3,makes
1,6,2,3,will make
1,6,3,3,made
1,6,4,3,would make
1,6,5,3,is making
1,6,6,3,will be making
1,6,7,3,was making
1,6,8,3,would be making
1,6,9,3,has made
1,6,10,3,will have made
1,6,11,3,had made
1,6,12,3,would have made
1,6,13,3,has been making
1,6,14,3,will have been making
1,6,15,3,had been making
1,6,16,3,would have been making
1,7,1,3,goes
1,7,2,3,will go
1,7,3,3,went
1,7,4,3,would go
1,7,5,3,is going
1,7,6,3,will be going
1,7,7,3,was going
1,7,8,3,would be going
1,7,9,3,has gone
1,7,10,3,will have gone
1,7,11,3,had gone
1,7,12,3,would have gone
1,7,13,3,has been going
1,7,14,3,will have been going
1,7,15,3,had been going
1,7,16,3,would have been going
1,8,1,3,knows
1,8,2,3,will know
1,8,3,3,knew
1,8,4,3,would know
1,8,5,3,is knowing
1,8,6,3,will be knowing
1,8,7,3,was knowing
1,8,8,3,would be knowing
1,8,9,3,has known
1,8,10,3,will have known
1,8,11,3,had known
1,8,12,3,would have known
1,8,13,3,has been knowing
1,8,14,3,will have been knowing
1,8,15,3,had been knowing
1,8,16,3,would have been knowing
1,9,1,3,takes
1,9,2,3,will take
1,9,3,3,took
1,9,4,3,would take
1,9,5,3,is taking
1,9,6,3,will be taking
1,9,7,3,was taking
1,9,8,3,would be taking
1,9,9,3,has taken
1,9,10,3,will have taken
1,9,11,3,had taken
1,9,12,3,would have taken
1,9,13,3,has been taking
1,9,14,3,will have been taking
1,9,15,3,had been taking
1,9,16,3,would have been taking
1,10,1,3,sees
1,10,2,3,will see
1,10,3,3,saw
1,10,4,3,would see
1,10,5,3,is seeing
1,10,6,3,will be seeing
1,10,7,3,was seeing
1,10,8,3,would be seeing
1,10,9,3,has seen
1,10,10,3,will have seen
1,10,11,3,had seen
1,10,12,3,would have seen
1,10,13,3,has been seeing
1,10,14,3,will have been seeing
1,10,15,3,had been seeing
1,10,16,3,would have been seeing
1,11,1,3,comes
1,11,2,3,will come
1,11,3,3,came
1,11,4,3,would come
1,11,5,3,is coming
1,11,6,3,will be coming
1,11,7,3,was coming
1,11,8,3,would be coming
1,11,9,3,has come
1,11,10,3,will have come
1,11,11,3,had come
1,11,12,3,would have come
1,11,13,3,has been coming
1,11,14,3,will have been coming
1,11,15,3,had been coming
1,11,16,3,would have been coming
1,12,1,3,thinks
1,12,2,3,will think
1,12,3,3,thought
1,12,4,3,would think
1,12,5,3,is thinking
1,12,6,3,will be thinking
1,12,7,3,was thinking
1,12,8,3,would be thinking
1,12,9,3,has thought
1,12,10,3,will have thought
1,12,11,3,had thought
1,12,12,3,would have thought
1,12,13,3,has been thinking
1,12,14,3,will have been thinking
1,12,15,3,had been thinking
1,12,16,3,would have been thinking
1,13,1,3,looks
1,13,2,3,will look
1,13,3,3,looked
1,13,4,3,would look
1,13,5,3,is looking
1,13,6,3,will be looking
1,13,7,3,was looking
1,13,8,3,would be looking
1,13,9,3,has looked
1,13,10,3,will have looked
1,13,11,3,had looked
1,13,12,3,would have looked
1,13,13,3,has been looking
1,13,14,3,will have been looking
1,13,15,3,had been looking
1,13,16,3,would have been looking
1,14,1,3,wants
1,14,2,3,will want
1,14,3,3,wanted
1,14,4,3,would want
1,14,5,3,is wanting
1,14,6,3,will be wanting
1,14,7,3,was wanting
1,14,8,3,would be wanting
1,14,9,3,has wanted
1,14,10,3,will have wanted
1,14,11,3,had wanted
1,14,12,3,would have wanted
1,14,13,3,has been wanting
1,14,14,3,will have been wanting
1,14,15,3,had been wanting
1,14,16,3,would have been wanting
1,15,1,3,gives
1,15,2,3,will give
1,15,3,3,gave
1,15,4,3,would give
1,15,5,3,is giving
1,15,6,3,will be giving
1,15,7,3,was giving
1,15,8,3,would be giving
1,15,9,3,has given
1,15,10,3,will have given
1,15,11,3,had given
1,15,12,3,would have given
1,15,13,3,has been giving
1,15,14,3,will have been giving
1,15,15,3,had been giving
1,15,16,3,would have been giving
1,16,1,3,uses
1,16,2,3,will use
1,16,3,3,used
1,16,4,3,would use
1,16,5,3,is using
1,16,6,3,will be using
1,16,7,3,was using
1,16,8,3,would be using
1,16,9,3,has used
1,16,10,3,will have used
1,16,11,3,had used
1,16,12,3,would have used
1,16,13,3,has been using
1,16,14,3,will have been using
1,16,15,3,had been using
1,16,16,3,would have been using
1,17,1,3,finds
1,17,2,3,will find
1,17,3,3,found
1,17,4,3,would find
1,17,5,3,is finding
1,17,6,3,will be finding
1,17,7,3,was finding
1,17,8,3,would be finding
1,17,9,3,has found
1,17,10,3,will have found
1,17,11,3,had found
1,17,12,3,would have found
1,17,13,3,has been finding
1,17,14,3,will have been finding
1,17,15,3,had been finding
1,17,16,3,would have been finding
1,18,1,3,tells
1,18,2,3,will tell
1,18,3,3,told
1,18,4,3,would tell
1,18,5,3,is telling
1,18,6,3,will be telling
1,18,7,3,was telling
1,18,8,3,would be telling
1,18,9,3,has told
1,18,10,3,will have told
1,18,11,3,had told
1,18,12,3,would have told
1,18,13,3,has been telling
1,18,14,3,will have been telling
1,18,15,3,had been telling
1,18,16,3,would have been telling
1,19,1,3,asks
1,19,2,3,will ask
1,19,3,3,asked
1,19,4,3,would ask
1,19,5,3,is asking
1,19,6,3,will be asking
1,19,7,3,was asking
1,19,8,3,would be asking
1,19,9,3,has asked
1,19,10,3,will have asked
1,19,11,3,had asked
1,19,12,3,would have asked
1,19,13,3,has been asking
1,19,14,3,will have been asking
1,19,15,3,had been asking
1,19,16,3,would have been asking
1,20,1,3,works
1,20,2,3,will work
1,20,3,3,worked
1,20,4,3,would work
1,20,5,3,is working
1,20,6,3,will be working
1,20,7,3,was working
1,20,8,3,would be working
1,20,9,3,has worked
1,20,10,3,will have worked
1,20,11,3,had worked
1,20,12,3,would have worked
1,20,13,3,has been working
1,20,14,3,will have been working
1,20,15,3,had been working
1,20,16,3,would have been working
1,21,1,3,seems
1,21,2,3,will seem
1,21,3,3,seemed
1,21,4,3,would seem
1,21,5,3,is seeming
1,21,6,3,will be seeming
1,21,7,3,was seeming
1,21,8,3,would be seeming
1,21,9,3,has seemed
1,21,10,3,will have seemed
1,21,11,3,had seemed
1,21,12,3,would have seemed
1,21,13,3,has been seeming
1,21,14,3,will have been seeming
1,21,15,3,had been seeming
1,21,16,3,would have been seeming
1,22,1,3,feels
1,22,2,3,will feel
1,22,3,3,felt
1,22,4,3,would feel
1,22,5,3,is feeling
